1::Benadryl 1::Cold|Cough
2326::Effexor 8::Depression
2327::Paxil 8::Depression
2328::venlafaxine 8::Depression
2329::Wellbutrin SR 8::Depression
2330::trazodone 8::Depression
2331::Remeron 8::Depression
2332::Viibryd 8::Depression
2333::escitalopram 8::Depression
2334::mirtazapine 8::Depression
2335::paroxetine 8::Depression
2336::Seroquel XR 8::Depression
2337::amitriptyline 8::Depression
2338::alprazolam 8::Depression
2339::Deplin 8::Depression
2340::ZyprexaOFF LABEL 8::Depression
2341::duloxetine 8::Depression
2342::nortriptyline 8::Depression
2343::tramadolOFF LABEL 8::Depression
2344::Fetzima 8::Depression
2345::lamotrigineOFF LABEL 8::Depression
2346::Alprazolam Intensol 8::Depression
2347::aripiprazole 8::Depression
2348::Budeprion SR 8::Depression
2349::Budeprion XL 8::Depression
2350::Desyrel 8::Depression
2351::Niravam 8::Depression
2352::Oleptro 8::Depression
2353::quetiapine 8::Depression
2354::Serzone 8::Depression
2355::Xanax XR 8::Depression
2356::Aplenzin 8::Depression
2357::Desyrel Dividose 8::Depression
2358::doxepin 8::Depression
2359::Forfivo XL 8::Depression
2360::lithiumOFF LABEL 8::Depression
2361::olanzapineOFF LABEL 8::Depression
2362::Paxil CR 8::Depression
2363::risperidoneOFF LABEL 8::Depression
2364::Symbyax 8::Depression
2365::Asendin 8::Depression
2366::desipramine 8::Depression
2367::desvenlafaxine 8::Depression
2368::Emsam 8::Depression
2369::imipramine 8::Depression
2370::Irenka 8::Depression
2371::Methylin ER 8::Depression
2372::methylphenidate 8::Depression
2373::Nardil 8::Depression
2374::nefazodone 8::Depression
2375::Pamelor 8::Depression
2376::Parnate 8::Depression
2377::Pexeva 8::Depression
2378::Prozac Weekly 8::Depression
2379::Rapiflux 8::Depression
2380::Remeron SolTab 8::Depression
2381::Sinequan 8::Depression
2382::Abilify Discmelt 8::Depression
2383::amitriptyline / chlordiazepoxide 8::Depression
2384::amoxapine 8::Depression
2385::Anafranil 8::Depression
2386::Ambien 8::Insomnia
2387::trazodoneOFF LABEL 8::Insomnia
2388::zolpidem 8::Insomnia
2389::Lunesta 8::Insomnia
2390::Ativan 8::Insomnia
2391::Dalmane 8::Insomnia
2392::Restoril 8::Insomnia
2393::Ambien CR 8::Insomnia
2394::temazepam 8::Insomnia
2395::Zyprexa ZydisOFF LABEL 8::Insomnia
2396::Prosom 8::Insomnia
2397::amitriptyline 8::Insomnia
2398::Halcion 8::Insomnia
2399::Rozerem 8::Insomnia
2400::Advil PM 8::Insomnia
2401::Belsomra 8::Insomnia
2402::lorazepam 8::Insomnia
2403::clonazepamOFF LABEL 8::Insomnia
2404::Silenor 8::Insomnia
2405::Sonata 8::Insomnia
2406::Intermezzo 8::Insomnia
2407::Unisom SleepTabs 8::Insomnia
2408::ZyprexaOFF LABEL 8::Insomnia
2409::Tylenol PM 8::Insomnia
2410::diphenhydramine 8::Insomnia
2411::doxepin 8::Insomnia
2412::gabapentinOFF LABEL 8::Insomnia
2413::eszopiclone 8::Insomnia
2414::mirtazapineOFF LABEL 8::Insomnia
2415::doxylamine 8::Insomnia
2416::flurazepam 8::Insomnia
2417::Seconal 8::Insomnia
2418::triazolam 8::Insomnia
2419::quetiapineOFF LABEL 8::Insomnia
2420::diphenhydramine / ibuprofen 8::Insomnia
2421::estazolam 8::Insomnia
2422::olanzapineOFF LABEL 8::Insomnia
2423::Seconal Sodium 8::Insomnia
2424::zaleplon 8::Insomnia
2425::Doral 8::Insomnia
2426::Edluar 8::Insomnia
2427::secobarbital 8::Insomnia
2428::Zolpimist 8::Insomnia
2429::acetaminophen / diphenhydramine 8::Insomnia
2430::chloral hydrate 8::Insomnia
2431::Compoz Nighttime Sleep Aid 8::Insomnia
2432::Nytol 8::Insomnia
2433::oxazepamOFF LABEL 8::Insomnia
2434::quazepam 8::Insomnia
2435::ramelteon 8::Insomnia
2436::Simply Sleep 8::Insomnia
2437::Sominex 8::Insomnia
2438::Unisom SleepGels 8::Insomnia
2439::Unisom SleepMelts 8::Insomnia
2440::butabarbitalOFF LABEL 8::Insomnia
2441::Nytol QuickCaps 8::Insomnia
2442::pentobarbitalOFF LABEL 8::Insomnia
2443::phenobarbitalOFF LABEL 8::Insomnia
2444::Sleepinal 8::Insomnia
2445::suvorexant 8::Insomnia
2446::Tranquil Nighttime Sleep Aid 8::Insomnia
2447::Twilite 8::Insomnia
2448::Z-Sleep 8::Insomnia
2449::ZzzQuil 8::Insomnia
2450::Aceta-Gesic 8::Insomnia
2451::Aldex AN 8::Insomnia
2452::Aldex AN Chewable 8::Insomnia
2453::Aleve PM 8::Insomnia
2454::amobarbitalOFF LABEL 8::Insomnia
2455::Aquachloral Supprettes 8::Insomnia
2456::Care One Sleep Aid 8::Insomnia
2457::dimenhydrinateOFF LABEL 8::Insomnia
2458::diphenhydramine / magnesium salicylate 8::Insomnia
2459::diphenhydramine / naproxen 8::Insomnia
2460::Doans PM 8::Insomnia
2461::Doxytex 8::Insomnia
2462::Equaline Sleep Aid 8::Insomnia
2463::Equate Sleep Aid 8::Insomnia
2464::Excedrin PM 8::Insomnia
2465::Headache Relief PM 8::Insomnia
2466::Hetlioz 8::Insomnia
2467::Ibuprofen PM 8::Insomnia
2468::Legatrin PM 8::Insomnia
2469::Mapap PM 8::Insomnia
2470::Medi-Sleep 8::Insomnia
2471::Midol PM 8::Insomnia
2472::Motrin PM 8::Insomnia
2473::Night Time Pain 8::Insomnia
2474::Nighttime Sleepaid 8::Insomnia
2475::Pain Relief PM Extra Strength 8::Insomnia
2476::Percogesic Extra Strength 8::Insomnia
2477::Sleep Aid 8::Insomnia
2478::tasimelteon 8::Insomnia
2479::Tylenol Sore Throat Nighttime 8::Insomnia
2480::Unisom PM Pain 8::Insomnia
2481::Benadryl 9::Cold|Cough
2482::diphenhydramine 9::Cold
2483::chlorpheniramine 9::Cold
2484::Tussionex Pennkinetic 9::Cold
2485::Acetaminophen 9::Cold
2486::chlorpheniramine 9::Cold
2487::phenylephrine 9::Cold
2488::Tylenol Cold 9::Cold
2489::Banophen 9::Cold
2490::Chlor­Trimeton 9::Cold
2491::Coricidin HBP Maximum Strength Flu 9::Cold
2492::TussiCaps 9::Cold
2493::Tylenol Cold MultiSymptom 9::Cold
2494::Sudafed PE Sinus & Allergy 9::Cold
2495::pseudoephedrine /triprolidine 9::Cold
2496::Sudafed PE Cold & Cough 9::Cold
2497::Vicks Nyquil D Cold and Flu Nighttime Relief 9::Cold
2498::Coricidin HBP Cold & Flu 9::Cold
2499::Vicks Dayquil Cold & Flu Relief 9::Cold
2500::Promethazine DM 9::Cold
2501::carboplatin 9::Cancer
2502::Adriamycin 9::Cancer
2503::Cytoxan 9::Cancer
2504::Adrucil 9::Cancer
2505::fluorouracil 9::Cancer
2506::cyclophosphamide 9::Cancer
2507::doxorubicin 9::Cancer
2508::etoposide 9::Cancer
2509::Paraplatin 9::Cancer
2510::Cosmegen 9::Cancer
2511::Ethyol 9::Cancer
2512::Cytoxan Lyophilized 9::Cancer
2513::Leukeran 9::Cancer
2514::Vincasar PFS 9::Cancer
2515::Oncovin 9::Cancer
2516::Toposar 9::Cancer
2517::vincristine 9::Cancer
2518::Etopophos 9::Cancer
2519::Fludara 9::Cancer
2520::Neosar 9::Cancer
2521::amifostine 9::Cancer
2522::chlorambucil 9::Cancer
2523::Hycamtin 9::Cancer
2524::Ifex 9::Cancer
2525::Mustargen 9::Cancer
2526::Aricept 9::Alzheimer
2527::Namenda 9::Alzheimer
2528::donepezil 9::Alzheimer
2529::Exelon 9::Alzheimer
2530::Aricept ODT 9::Alzheimer
2531::memantine 9::Alzheimer
2532::Namenda XR 9::Alzheimer
2533::Razadyne ER 9::Alzheimer
2534::galantamine 9::Alzheimer
2535::Razadyne 9::Alzheimer
2536::rivastigmine 9::Alzheimer
2537::Alpha E 9::Alzheimer
2538::vitamin e 9::Alzheimer
2539::Hydergine 9::Alzheimer
2540::Namzaric 9::Alzheimer
2541::Aqua-E 9::Alzheimer
2542::Aqua Gem-E 9::Alzheimer
2543::Aquasol E 9::Alzheimer
2544::Aquavite-E 9::Alzheimer
2545::Nutr-E-Sol 9::Alzheimer
2546::donepezil / memantine 9::Alzheimer
2547::E-400 Clear 9::Alzheimer
2548::E-600 9::Alzheimer
2549::E-Gems 9::Alzheimer
2550::ergoloid mesylates 9::Alzheimer
2551::sumatriptan 9::Migraine
2552::Imitrex 9::Migraine
2553::Maxalt 9::Migraine
2554::Relpax 9::Migraine
2555::Amerge 9::Migraine
2556::Axert 9::Migraine
2557::Butalbital Compound 9::Migraine
2558::Treximet 9::Migraine
2559::Zomig 9::Migraine
2560::Maxalt-MLT 9::Migraine
2561::Excedrin Migraine 9::Migraine
2562::Cambia 9::Migraine
2563::Fiorinal 9::Migraine
2564::gabapentinOFF LABEL 9::Migraine
2565::Frova 9::Migraine
2566::rizatriptan 9::Migraine
2567::Reglan 9::Migraine
2568::cyclobenzaprineOFF LABEL 9::Migraine
2569::Excedrin 9::Migraine
2570::aspirin / butalbital / caffeine 9::Migraine
2571::naratriptan 9::Migraine
2572::NorflexOFF LABEL 9::Migraine
2573::Botox 9::Migraine
2574::MethergineOFF LABEL 9::Migraine
2575::Migranal 9::Migraine
2576::Cafergot 9::Migraine
2577::diclofenac 9::Migraine
2578::Imitrex Statdose 9::Migraine
2579::almotriptan 9::Migraine
2580::zolmitriptan 9::Migraine
2581::metoclopramide 9::Migraine
2582::naproxen / sumatriptan 9::Migraine
2583::acetaminophen / aspirin / caffeine 9::Migraine
2584::eletriptan 9::Migraine
2585::Imitrex Nasal 9::Migraine
2586::Sumavel DosePro 9::Migraine
2587::cyproheptadine 9::Migraine
2588::dihydroergotamine 9::Migraine
2589::frovatriptan 9::Migraine
2590::Migergot 9::Migraine
2591::orphenadrineOFF LABEL 9::Migraine
2592::Zomig-ZMT 9::Migraine
2593::acetaminophen / aspirin / caffeine / salicylamide 9::Migraine
2594::Alsuma 9::Migraine
2595::caffeine / ergotamine 9::Migraine
2596::ergotamine 9::Migraine
2597::venlafaxineOFF LABEL 9::Migraine
2598::AntiflexOFF LABEL 9::Migraine
2599::D.H.E. 45 9::Migraine
2600::Farbital 9::Migraine
2601::NorflexOFF LABEL 9::Migraine
2602::onabotulinumtoxinA 9::Migraine
2603::Onzetra Xsail 9::Migraine
2604::OrfroOFF LABEL 9::Migraine
2605::orphenadrineOFF LABEL 9::Migraine
2606::OrphenateOFF LABEL 9::Migraine
2607::Painaid 9::Migraine
2608::Reglan 9::Migraine
2609::Relpax 9::Migraine
2610::rizatriptan 9::Migraine
2611::sumatriptan 9::Migraine
2612::Sumavel DosePro 9::Migraine
2613::Treximet 9::Migraine
2614::Vanquish 9::Migraine
2615::venlafaxineOFF LABEL 9::Migraine
2616::Zecuity 9::Migraine
2617::Zembrace SymTouch 9::Migraine
2618::zolmitriptan 9::Migraine
2619::Zomig 9::Migraine
2620::Zomig-ZMT 9::Migraine
2621::Cymbalta 9::Depression
2622::Lexapro 9::Depression
2623::Zoloft 9::Depression
2624::Celexa 9::Depression
2625::Prozac 9::Depression
2626::Wellbutrin XL 9::Depression
2627::citalopram 9::Depression
2628::Abilify 9::Depression
2629::bupropion 9::Depression
2630::Xanax 9::Depression
2631::Effexor XR 9::Depression
2632::sertraline 9::Depression
2633::Wellbutrin 9::Depression
2634::fluoxetine 9::Depression
2635::Pristiq 9::Depression
2636::Effexor 9::Depression
2637::Paxil 9::Depression
2638::venlafaxine 9::Depression
2639::Wellbutrin SR 9::Depression
2640::trazodone 9::Depression
2641::Remeron 9::Depression
2642::Viibryd 9::Depression
2643::escitalopram 9::Depression
2644::mirtazapine 9::Depression
2645::paroxetine 9::Depression
2646::Seroquel XR 9::Depression
2647::amitriptyline 9::Depression
2648::alprazolam 9::Depression
2649::Deplin 9::Depression
2650::ZyprexaOFF LABEL 9::Depression
2651::duloxetine 9::Depression
2652::nortriptyline 9::Depression
2653::tramadolOFF LABEL 9::Depression
2654::Fetzima 9::Depression
2655::lamotrigineOFF LABEL 9::Depression
2656::Alprazolam Intensol 9::Depression
2657::aripiprazole 9::Depression
2658::Budeprion SR 9::Depression
2659::Budeprion XL 9::Depression
2660::Desyrel 9::Depression
2661::Niravam 9::Depression
2662::Oleptro 9::Depression
2663::quetiapine 9::Depression
2664::Serzone 9::Depression
2665::Xanax XR 9::Depression
2666::Aplenzin 9::Depression
2667::Desyrel Dividose 9::Depression
2668::doxepin 9::Depression
2669::Forfivo XL 9::Depression
2670::lithiumOFF LABEL 9::Depression
2671::olanzapineOFF LABEL 9::Depression
2672::Paxil CR 9::Depression
2673::risperidoneOFF LABEL 9::Depression
2674::Symbyax 9::Depression
2675::Asendin 9::Depression
2676::desipramine 9::Depression
2677::desvenlafaxine 9::Depression
2678::Emsam 9::Depression
2679::imipramine 9::Depression
2680::Irenka 9::Depression
2681::Methylin ER 9::Depression
2682::methylphenidate 9::Depression
2683::Nardil 9::Depression
2684::nefazodone 9::Depression
2685::Pamelor 9::Depression
2686::Parnate 9::Depression
2687::Pexeva 9::Depression
2688::Prozac Weekly 9::Depression
2689::Rapiflux 9::Depression
2690::Remeron SolTab 9::Depression
2691::Sinequan 9::Depression
2692::Abilify Discmelt 9::Depression
2693::amitriptyline / chlordiazepoxide 9::Depression
2694::amoxapine 9::Depression
2695::Anafranil 9::Depression
2696::Ambien 9::Insomnia
2697::trazodoneOFF LABEL 9::Insomnia
2698::zolpidem 9::Insomnia
2699::Lunesta 9::Insomnia
2700::Ativan 9::Insomnia
2701::Dalmane 9::Insomnia
2702::Restoril 9::Insomnia
2703::Ambien CR 9::Insomnia
2704::temazepam 9::Insomnia
2705::Zyprexa ZydisOFF LABEL 9::Insomnia
2706::Prosom 9::Insomnia
2707::amitriptyline 9::Insomnia
2708::Halcion 9::Insomnia
2709::Rozerem 9::Insomnia
2710::Advil PM 9::Insomnia
2711::Belsomra 9::Insomnia
2712::lorazepam 9::Insomnia
2713::clonazepamOFF LABEL 9::Insomnia
2714::Silenor 9::Insomnia
2715::Sonata 9::Insomnia
2716::Intermezzo 9::Insomnia
2717::Unisom SleepTabs 9::Insomnia
2718::ZyprexaOFF LABEL 9::Insomnia
2719::Tylenol PM 9::Insomnia
2720::diphenhydramine 9::Insomnia
2721::doxepin 9::Insomnia
2722::gabapentinOFF LABEL 9::Insomnia
2723::eszopiclone 9::Insomnia
2724::mirtazapineOFF LABEL 9::Insomnia
2725::doxylamine 9::Insomnia
2726::flurazepam 9::Insomnia
2727::Seconal 9::Insomnia
2728::triazolam 9::Insomnia
2729::quetiapineOFF LABEL 9::Insomnia
2730::diphenhydramine / ibuprofen 9::Insomnia
2731::estazolam 9::Insomnia
2732::olanzapineOFF LABEL 9::Insomnia
2733::Seconal Sodium 9::Insomnia
2734::zaleplon 9::Insomnia
2735::Doral 9::Insomnia
2736::Edluar 9::Insomnia
2737::secobarbital 9::Insomnia
2738::Zolpimist 9::Insomnia
2739::acetaminophen / diphenhydramine 9::Insomnia
2740::chloral hydrate 9::Insomnia
2741::Compoz Nighttime Sleep Aid 9::Insomnia
2742::Nytol 9::Insomnia
2743::oxazepamOFF LABEL 9::Insomnia
2744::quazepam 9::Insomnia
2745::ramelteon 9::Insomnia
2746::Simply Sleep 9::Insomnia
2747::Sominex 9::Insomnia
2748::Unisom SleepGels 9::Insomnia
2749::Unisom SleepMelts 9::Insomnia
2750::butabarbitalOFF LABEL 9::Insomnia
2751::Nytol QuickCaps 9::Insomnia
2752::pentobarbitalOFF LABEL 9::Insomnia
2753::phenobarbitalOFF LABEL 9::Insomnia
2754::Sleepinal 9::Insomnia
2755::suvorexant 9::Insomnia
2756::Tranquil Nighttime Sleep Aid 9::Insomnia
2757::Twilite 9::Insomnia
2758::Z-Sleep 9::Insomnia
2759::ZzzQuil 9::Insomnia
2760::Aceta-Gesic 9::Insomnia
2761::Aldex AN 9::Insomnia
2762::Aldex AN Chewable 9::Insomnia
2763::Aleve PM 9::Insomnia
2764::amobarbitalOFF LABEL 9::Insomnia
2765::Aquachloral Supprettes 9::Insomnia
2766::Care One Sleep Aid 9::Insomnia
2767::dimenhydrinateOFF LABEL 9::Insomnia
2768::diphenhydramine / magnesium salicylate 9::Insomnia
2769::diphenhydramine / naproxen 9::Insomnia
2770::Doans PM 9::Insomnia
2771::Doxytex 9::Insomnia
2772::Equaline Sleep Aid 9::Insomnia
2773::Equate Sleep Aid 9::Insomnia
2774::Excedrin PM 9::Insomnia
2775::Headache Relief PM 9::Insomnia
2776::Hetlioz 9::Insomnia
2777::Ibuprofen PM 9::Insomnia
2778::Legatrin PM 9::Insomnia
2779::Mapap PM 9::Insomnia
2780::Medi-Sleep 9::Insomnia
2781::Midol PM 9::Insomnia
2782::Motrin PM 9::Insomnia
2783::Night Time Pain 9::Insomnia
2784::Nighttime Sleepaid 9::Insomnia
2785::Pain Relief PM Extra Strength 9::Insomnia
2786::Percogesic Extra Strength 9::Insomnia
2787::Sleep Aid 9::Insomnia
2788::tasimelteon 9::Insomnia
2789::Tylenol Sore Throat Nighttime 9::Insomnia
2790::Unisom PM Pain 9::Insomnia
2791::Benadryl 10::Cold|Cough
2792::diphenhydramine 10::Cold
2793::chlorpheniramine 10::Cold
2794::Tussionex Pennkinetic 10::Cold
2795::Acetaminophen 10::Cold
2796::chlorpheniramine 10::Cold
2797::phenylephrine 10::Cold
2798::Tylenol Cold 10::Cold
2799::Banophen 10::Cold
2800::Chlor­Trimeton 10::Cold
2801::Coricidin HBP Maximum Strength Flu 10::Cold
2802::TussiCaps 10::Cold
2803::Tylenol Cold MultiSymptom 10::Cold
2804::Sudafed PE Sinus & Allergy 10::Cold
2805::pseudoephedrine /triprolidine 10::Cold
2806::Sudafed PE Cold & Cough 10::Cold
2807::Vicks Nyquil D Cold and Flu Nighttime Relief 10::Cold
2808::Coricidin HBP Cold & Flu 10::Cold
2809::Vicks Dayquil Cold & Flu Relief 10::Cold
2810::Promethazine DM 10::Cold
2811::carboplatin 10::Cancer
2812::Adriamycin 10::Cancer
2813::Cytoxan 10::Cancer
2814::Adrucil 10::Cancer
2815::fluorouracil 10::Cancer
2816::cyclophosphamide 10::Cancer
2817::doxorubicin 10::Cancer
2818::etoposide 10::Cancer
2819::Paraplatin 10::Cancer
2820::Cosmegen 10::Cancer
2821::Ethyol 10::Cancer
2822::Cytoxan Lyophilized 10::Cancer
2823::Leukeran 10::Cancer
2824::Vincasar PFS 10::Cancer
2825::Oncovin 10::Cancer
2826::Toposar 10::Cancer
2827::vincristine 10::Cancer
2828::Etopophos 10::Cancer
2829::Fludara 10::Cancer
2830::Neosar 10::Cancer
2831::amifostine 10::Cancer
2832::chlorambucil 10::Cancer
2833::Hycamtin 10::Cancer
2834::Ifex 10::Cancer
2835::Mustargen 10::Cancer
2836::Aricept 10::Alzheimer
2837::Namenda 10::Alzheimer
2838::donepezil 10::Alzheimer
2839::Exelon 10::Alzheimer
2840::Aricept ODT 10::Alzheimer
2841::memantine 10::Alzheimer
2842::Namenda XR 10::Alzheimer
2843::Razadyne ER 10::Alzheimer
2844::galantamine 10::Alzheimer
2845::Razadyne 10::Alzheimer
2846::rivastigmine 10::Alzheimer
2847::Alpha E 10::Alzheimer
2848::vitamin e 10::Alzheimer
2849::Hydergine 10::Alzheimer
2850::Namzaric 10::Alzheimer
2851::Aqua-E 10::Alzheimer
2852::Aqua Gem-E 10::Alzheimer
2853::Aquasol E 10::Alzheimer
2854::Aquavite-E 10::Alzheimer
2855::Nutr-E-Sol 10::Alzheimer
2856::donepezil / memantine 10::Alzheimer
2857::E-400 Clear 10::Alzheimer
2858::E-600 10::Alzheimer
2859::E-Gems 10::Alzheimer
2860::ergoloid mesylates 10::Alzheimer
2861::sumatriptan 10::Migraine
2862::Imitrex 10::Migraine
2863::Maxalt 10::Migraine
2864::Relpax 10::Migraine
2865::Amerge 10::Migraine
2866::Axert 10::Migraine
2867::Butalbital Compound 10::Migraine
2868::Treximet 10::Migraine
2869::Zomig 10::Migraine
2870::Maxalt-MLT 10::Migraine
2871::Excedrin Migraine 10::Migraine
2872::Cambia 10::Migraine
2873::Fiorinal 10::Migraine
2874::gabapentinOFF LABEL 10::Migraine
2875::Frova 10::Migraine
2876::rizatriptan 10::Migraine
2877::Reglan 10::Migraine
2878::cyclobenzaprineOFF LABEL 10::Migraine
2879::Excedrin 10::Migraine
2880::aspirin / butalbital / caffeine 10::Migraine
2881::naratriptan 10::Migraine
2882::NorflexOFF LABEL 10::Migraine
2883::Botox 10::Migraine
2884::MethergineOFF LABEL 10::Migraine
2885::Migranal 10::Migraine
2886::Cafergot 10::Migraine
2887::diclofenac 10::Migraine
2888::Imitrex Statdose 10::Migraine
2889::almotriptan 10::Migraine
2890::zolmitriptan 10::Migraine
2891::metoclopramide 10::Migraine
2892::naproxen / sumatriptan 10::Migraine
2893::acetaminophen / aspirin / caffeine 10::Migraine
2894::eletriptan 10::Migraine
2895::Imitrex Nasal 10::Migraine
2896::Sumavel DosePro 10::Migraine
2897::cyproheptadine 10::Migraine
2898::dihydroergotamine 10::Migraine
2899::frovatriptan 10::Migraine
2900::Migergot 10::Migraine
2901::orphenadrineOFF LABEL 10::Migraine
2902::Zomig-ZMT 10::Migraine
2903::acetaminophen / aspirin / caffeine / salicylamide 10::Migraine
2904::Alsuma 10::Migraine
2905::caffeine / ergotamine 10::Migraine
2906::ergotamine 10::Migraine
2907::venlafaxineOFF LABEL 10::Migraine
2908::AntiflexOFF LABEL 10::Migraine
2909::D.H.E. 45 10::Migraine
2910::Farbital 10::Migraine
2911::NorflexOFF LABEL 10::Migraine
2912::onabotulinumtoxinA 10::Migraine
2913::Onzetra Xsail 10::Migraine
2914::OrfroOFF LABEL 10::Migraine
2915::orphenadrineOFF LABEL 10::Migraine
2916::OrphenateOFF LABEL 10::Migraine
2917::Painaid 10::Migraine
2918::Reglan 10::Migraine
2919::Relpax 10::Migraine
2920::rizatriptan 10::Migraine
2921::sumatriptan 10::Migraine
2922::Sumavel DosePro 10::Migraine
2923::Treximet 10::Migraine
2924::Vanquish 10::Migraine
2925::venlafaxineOFF LABEL 10::Migraine
2926::Zecuity 10::Migraine
2927::Zembrace SymTouch 10::Migraine
2928::zolmitriptan 10::Migraine
2929::Zomig 10::Migraine
2930::Zomig-ZMT 10::Migraine
2931::Cymbalta 10::Depression
2932::Lexapro 10::Depression
2933::Zoloft 10::Depression
2934::Celexa 10::Depression
2935::Prozac 10::Depression
2936::Wellbutrin XL 10::Depression
2937::citalopram 10::Depression
2938::Abilify 10::Depression
2939::bupropion 10::Depression
2940::Xanax 10::Depression
2941::Effexor XR 10::Depression
2942::sertraline 10::Depression
2943::Wellbutrin 10::Depression
2944::fluoxetine 10::Depression
2945::Pristiq 10::Depression
2946::Effexor 10::Depression
2947::Paxil 10::Depression
2948::venlafaxine 10::Depression
2949::Wellbutrin SR 10::Depression
2950::trazodone 10::Depression
2951::Remeron 10::Depression
2952::Viibryd 10::Depression
2953::escitalopram 10::Depression
2954::mirtazapine 10::Depression
2955::paroxetine 10::Depression
2956::Seroquel XR 10::Depression
2957::amitriptyline 10::Depression
2958::alprazolam 10::Depression
2959::Deplin 10::Depression
2960::ZyprexaOFF LABEL 10::Depression
2961::duloxetine 10::Depression
2962::nortriptyline 10::Depression
2963::tramadolOFF LABEL 10::Depression
2964::Fetzima 10::Depression
2965::lamotrigineOFF LABEL 10::Depression
2966::Alprazolam Intensol 10::Depression
2967::aripiprazole 10::Depression
2968::Budeprion SR 10::Depression
2969::Budeprion XL 10::Depression
2970::Desyrel 10::Depression
2971::Niravam 10::Depression
2972::Oleptro 10::Depression
2973::quetiapine 10::Depression
2974::Serzone 10::Depression
2975::Xanax XR 10::Depression
2976::Aplenzin 10::Depression
2977::Desyrel Dividose 10::Depression
2978::doxepin 10::Depression
2979::Forfivo XL 10::Depression
2980::lithiumOFF LABEL 10::Depression
2981::olanzapineOFF LABEL 10::Depression
2982::Paxil CR 10::Depression
2983::risperidoneOFF LABEL 10::Depression
2984::Symbyax 10::Depression
2985::Asendin 10::Depression
2986::desipramine 10::Depression
2987::desvenlafaxine 10::Depression
2988::Emsam 10::Depression
2989::imipramine 10::Depression
2990::Irenka 10::Depression
2991::Methylin ER 10::Depression
2992::methylphenidate 10::Depression
2993::Nardil 10::Depression
2994::nefazodone 10::Depression
2995::Pamelor 10::Depression
2996::Parnate 10::Depression
2997::Pexeva 10::Depression
2998::Prozac Weekly 10::Depression
2999::Rapiflux 10::Depression
3000::Remeron SolTab 10::Depression
3001::Sinequan 10::Depression
3002::Abilify Discmelt 10::Depression
3003::amitriptyline / chlordiazepoxide 10::Depression
3004::amoxapine 10::Depression
3005::Anafranil 10::Depression
3006::Ambien 10::Insomnia
3007::trazodoneOFF LABEL 10::Insomnia
3008::zolpidem 10::Insomnia
3009::Lunesta 10::Insomnia
3010::Ativan 10::Insomnia
3011::Dalmane 10::Insomnia
3012::Restoril 10::Insomnia
3013::Ambien CR 10::Insomnia
3014::temazepam 10::Insomnia
3015::Zyprexa ZydisOFF LABEL 10::Insomnia
3016::Prosom 10::Insomnia
3017::amitriptyline 10::Insomnia
3018::Halcion 10::Insomnia
3019::Rozerem 10::Insomnia
3020::Advil PM 10::Insomnia
3021::Belsomra 10::Insomnia
3022::lorazepam 10::Insomnia
3023::clonazepamOFF LABEL 10::Insomnia
3024::Silenor 10::Insomnia
3025::Sonata 10::Insomnia
3026::Intermezzo 10::Insomnia
3027::Unisom SleepTabs 10::Insomnia
3028::ZyprexaOFF LABEL 10::Insomnia
3029::Tylenol PM 10::Insomnia
3030::diphenhydramine 10::Insomnia
3031::doxepin 10::Insomnia
3032::gabapentinOFF LABEL 10::Insomnia
3033::eszopiclone 10::Insomnia
3034::mirtazapineOFF LABEL 10::Insomnia
3035::doxylamine 10::Insomnia
3036::flurazepam 10::Insomnia
3037::Seconal 10::Insomnia
3038::triazolam 10::Insomnia
3039::quetiapineOFF LABEL 10::Insomnia
3040::diphenhydramine / ibuprofen 10::Insomnia
3041::estazolam 10::Insomnia
3042::olanzapineOFF LABEL 10::Insomnia
3043::Seconal Sodium 10::Insomnia
3044::zaleplon 10::Insomnia
3045::Doral 10::Insomnia
3046::Edluar 10::Insomnia
3047::secobarbital 10::Insomnia
3048::Zolpimist 10::Insomnia
3049::acetaminophen / diphenhydramine 10::Insomnia
3050::chloral hydrate 10::Insomnia
3051::Compoz Nighttime Sleep Aid 10::Insomnia
3052::Nytol 10::Insomnia
3053::oxazepamOFF LABEL 10::Insomnia
3054::quazepam 10::Insomnia
3055::ramelteon 10::Insomnia
3056::Simply Sleep 10::Insomnia
3057::Sominex 10::Insomnia
3058::Unisom SleepGels 10::Insomnia
3059::Unisom SleepMelts 10::Insomnia
3060::butabarbitalOFF LABEL 10::Insomnia
3061::Nytol QuickCaps 10::Insomnia
3062::pentobarbitalOFF LABEL 10::Insomnia
3063::phenobarbitalOFF LABEL 10::Insomnia
3064::Sleepinal 10::Insomnia
3065::suvorexant 10::Insomnia
3066::Tranquil Nighttime Sleep Aid 10::Insomnia
3067::Twilite 10::Insomnia
3068::Z-Sleep 10::Insomnia
3069::ZzzQuil 10::Insomnia
3070::Aceta-Gesic 10::Insomnia
3071::Aldex AN 10::Insomnia
3072::Aldex AN Chewable 10::Insomnia
3073::Aleve PM 10::Insomnia
3074::amobarbitalOFF LABEL 10::Insomnia
3075::Aquachloral Supprettes 10::Insomnia
3076::Care One Sleep Aid 10::Insomnia
3077::dimenhydrinateOFF LABEL 10::Insomnia
3078::diphenhydramine / magnesium salicylate 10::Insomnia
3079::diphenhydramine / naproxen 10::Insomnia
3080::Doans PM 10::Insomnia
3081::Doxytex 10::Insomnia
3082::Equaline Sleep Aid 10::Insomnia
